feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,is_fraud,time_step
1.6072225076587907,3.1816935184145487,-0.3433594351267461,0.9825649590666807,0.6100538251362645,0.07804773259819797,-0.7391025473939916,-0.8892199492978073,-0.13155041025246686,-0.5480626344790867,0,15000
0.9157428391709632,4.756924212990114,-0.28929188271948025,1.3103563611112177,1.4689137282625175,1.9206765303420634,-1.665448379286761,-0.3299199267724713,0.16126752278307527,-1.2498982429522494,0,15001
0.08994277412726781,3.808273490635967,-0.19146511388914117,0.6005508777772799,3.7535289215805823,1.7430796090212235,-2.2574922808191253,-0.07802379933977811,0.2687955301770405,-0.4307238832507322,0,15002
5.3500862658160315,2.644912608516388,0.8398195945390652,-0.9766511307949499,0.6905893708930003,3.861434677391242,1.080375288783412,3.429674198823704,-0.6088840630538302,-0.29206681965867565,0,15003
0.31273482761628824,3.834986874290653,-1.0669015134112543,-0.5361135561328421,0.17357777116614082,-0.011864936407743443,-2.320568135070044,-0.33921090289011846,0.3538654192898124,-0.6023100467464418,0,15004
3.4394183110790237,2.4927055834394447,0.9364602091813772,0.3134567234665514,0.5634188147711311,2.8394524791022384,-3.0551580524484505,2.1952157328643884,0.8322415886398625,0.49585815222934615,0,15005
3.616194208405092,2.9142306606912296,0.09058976938375052,2.2037740004527615,-0.29099991554657545,1.0525458269163586,-0.7315988285716538,-0.7237245005883824,1.3916342408571927,-1.503857299846442,0,15006
1.5544725456475281,3.26512590214139,0.22533695137353993,1.7173550028443638,0.5991225797039322,0.20616413643478837,-1.7203437870163039,-1.2972588568848131,-0.7000236643863028,-0.9533906372449684,0,15007
1.0059107893891421,5.713204077868623,-0.4303041680179883,-2.2338856970588976,-3.9682171257157637,-0.29102791707622955,-0.8402066803468479,-0.08489890919032404,-1.164893440021948,-2.8619198674222956,0,15008
3.685049967450544,0.8046065376445755,-0.5284778365972916,-1.5284409991820223,-1.440829127036276,-2.758292677459587,1.5623151508244826,-1.3972009149150604,0.4891618242271769,-2.1006291551615175,0,15009
3.282827344310518,4.063752301521737,0.4088896680224023,1.6730777180467409,-1.2538298802380599,0.24223025564921408,1.826957566258511,-1.572497092349825,0.7044471736571639,-2.694259787882627,0,15010
3.1809197877520496,4.346944324240154,-0.2791143357547081,0.8183032028623713,0.8984616549696514,2.9856867193286165,0.01920439730343082,0.7967691979134615,-1.6703781174962151,-2.049355773176946,0,15011
2.6448610143048406,2.6890120349003004,-1.56284495944069,1.086166973271593,1.8285506423953142,2.2178167613899378,-2.528734868608316,0.7430250685426898,-0.7975471500343354,-0.4159113245883599,0,15012
3.0478221245883823,2.1360240053303277,0.3999239548215857,-1.6084496734633054,-2.508063127291316,-1.7801990363065614,0.3335541081780775,-0.5814897944219849,0.0723275158902309,-1.6509462992960724,0,15013
2.1341399887596184,1.3913804197208075,1.4676794879591453,-1.3255451786702828,0.5863380711976829,-0.9851881913348862,-1.6842844330554678,-0.29247219177940226,0.08037164789817292,-1.0015224334257875,0,15014
0.5542062338224443,4.964280402999432,-0.17046927390011957,-0.4903291516650824,-2.498674234070937,-0.7688221541462011,-1.0896435052783575,-1.0750441769443664,1.138047934700851,-1.6701233412681316,0,15015
4.798473640511313,-2.420176804576413,-0.31726623509290874,-1.4640430058317149,-1.0276535988850624,-4.7778744933238055,0.9426431435909264,-1.976545733271009,-0.21748793389749324,-0.9122308056180297,0,15016
0.8289686437692101,4.622803099332122,-0.07112129383719036,-0.7018497724404349,4.266565012356855,5.4605079460590265,-4.392216549519954,3.509746065880403,-0.6637330028582097,0.2940458862520763,0,15017
0.27360626973766067,6.217227442209716,-0.09479915868154472,-2.333106302259145,-3.6416431173340853,0.17220517484855935,-1.6332425953080807,0.2713015665002956,-1.6715613542866596,-2.417762761563101,0,15018
1.2443088535572335,2.722340920813185,-1.011477064762722,-1.1072645404914456,-0.9907493364516907,-0.8893543439517693,-1.6746388701679833,0.014526988922622849,-0.29842316342369607,0.3140343308006741,0,15019
1.5075478474955313,2.3775644092674115,2.2404906459074363,0.8772304712547856,0.5473310504128863,-2.097601865505821,0.1749730428722347,-2.886823077791395,-0.2837456404156958,-2.2074657806737266,0,15020
3.0400599495897067,2.3916573658453997,0.3407165282446759,3.314524195222646,-0.6960227748744332,-1.2843419146555437,-0.06379481158874778,-3.1124578625913935,0.677022359889089,-1.958538386532065,1,15021
1.5699444303836256,5.668857419036154,-0.923207315758418,-1.081329351437567,-1.8414969326092185,0.03395395669198331,1.2176476484518828,-1.2606941020970597,0.04296179544335519,-4.57474352429772,0,15022
2.514964151076965,4.754104678248359,1.3237082214920315,-2.1337924442431646,-3.9072015469597363,-0.7034480002490212,1.4323488417923338,-0.30852470101260304,0.29585392451867293,-3.216549173023595,0,15023
4.0073220688756646,1.6349600056307287,0.19235238048076855,-2.0993306887268655,-2.1529306151406282,-1.925160608169366,2.199687608880758,-0.5852509728739064,1.0697502443135862,-2.3779577780141183,0,15024
1.8534128844382618,4.5433299917880445,1.2658879090785204,1.7122421675098265,0.07236216234754711,2.0079884986051786,-2.101008229430898,-0.134705725776254,-0.20096117931726787,-1.2434431675096302,0,15025
5.571669859758146,2.9357508439806597,-1.0319348348548842,4.159420607066647,-0.9830500054096603,1.3010752346630274,0.6694626005545146,-2.0114314505207656,0.6823326296769551,-3.7859684536935085,0,15026
5.092853602927589,1.109808346159278,-1.8896010437211974,0.6425307420572559,-1.4737906217081296,-0.4570674617147128,1.4994566498100887,-0.1583646266907724,-0.4172662634357209,-0.4564438030250385,0,15027
3.6728104070504264,3.8135372054379673,-1.347258814216313,1.990280126133909,0.1525136265774415,3.128957878007691,-2.10095020401405,0.7001996093554628,1.0333449739910572,-1.6963571123799863,0,15028
2.2548331063884497,1.65118076585361,-1.486208676057503,-3.537305482830933,-2.6378765614930675,-2.27305172430321,-1.1166155994402953,0.3059383420006249,0.1411437105795542,-0.9502768657828421,0,15029
1.0714433335460014,5.3570522718810905,1.222821809841943,-2.025366288836883,-4.0772344441416,-0.573085778438746,-0.9132316803554328,-0.14288304455818157,-0.30231177584320057,-2.3074841475156562,0,15030
3.15541087789621,3.4420824782534707,-0.5307393964810436,0.26448696579968534,-0.18568701954596123,2.2603627794331542,-1.1844633525401493,1.4122903262800666,0.38256211034794696,-0.325979718709686,0,15031
