feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,is_fraud,time_step
2.124132772513246,-2.117537564627754,-1.396632192274931,-1.427921083814586,-1.8303225158156327,-3.4508360825220463,-0.1115324260686047,-0.8466121311329586,0.23018712178330686,0.41128640741057554,0,10000
2.0406996093595544,-0.4881777655884021,-1.259061827896042,-2.11517944444593,-3.038067245926613,-1.98616834990639,-1.0687504238625931,0.18118491310506013,0.8371956774806963,-0.6361413695186793,0,10001
-0.5627988053794777,2.6855288229300207,0.9526686172145227,-1.413845324594822,-2.7818979517867475,-1.3927938986373967,-0.06626781042031993,-0.5861534927799241,-1.188977959252277,-0.7366020566096695,0,10002
-0.3896676198852844,2.8953548251698873,1.109601285276176,-0.4637470461692075,-2.0322290779943204,-0.8043621480651246,-0.5698128566171602,-1.0909587098708953,1.5651524239840717,-1.811744025463205,0,10003
-0.6288177015899237,2.4944002137844583,-0.13979948607322495,-1.1768854647284712,-2.9269353887827783,-1.7832069790753908,-1.056725674400475,-1.207435367724069,1.137193848430687,-1.5804456508275238,0,10004
1.6384516529078332,0.139421687580079,-0.6302511065037343,2.3541148304723305,0.38714162035654553,-0.6636861447453797,-0.70431723558599,-1.8400587469632181,-1.0167945502666536,-0.9374354226240665,0,10005
-0.2994662655790914,2.137260945225403,-0.11836762383408271,1.0772796774726776,1.1647578847067415,1.6778254928743612,-3.14489045418543,0.3043636409608121,-0.0481790111003289,0.045574207956421864,0,10006
1.5081279652340678,1.3894496584367217,0.0073486909613943935,2.5969170145742746,-1.146474655079909,1.0773204291125886,-3.403188615585887,-0.441623274424786,1.5439712860366213,-0.4263835229062699,0,10007
-1.3855627014972032,1.571963418059528,1.3077987754778482,0.788288075537963,1.978105308366563,0.5556333686615287,-3.641685479200939,-0.31249009199881383,-1.0508149478433608,0.655485683087337,0,10008
-1.330498472653935,4.24331745134596,-0.6171766995115828,2.7648044839368406,2.303213544541883,0.6227808545605682,1.8176246713882245,-2.9430557654325478,-0.46215542456920033,-2.7508064442690485,1,10009
